date,store_ref,product_ref,quantity_sold
2024-12-22,S3,P2,74
2024-12-22,S3,P3,34
2024-12-22,S3,P4,23
2024-12-22,S3,P5,86
2024-12-22,S3,P6,35
2024-12-22,S3,P7,14
2024-12-22,S3,P8,15
2024-12-22,S3,P9,76
2024-12-22,S3,P10,67
2024-12-22,S4,P1,72
2024-12-22,S4,P2,67
2024-12-22,S4,P3,62
2024-12-22,S4,P4,96
2024-12-22,S4,P5,40
2024-12-22,S4,P6,58
2024-12-22,S4,P7,91
2024-12-22,S4,P8,67
2024-12-22,S4,P9,77
2024-12-22,S4,P10,53
2024-12-22,S5,P1,66
2024-12-22,S5,P2,13
2024-12-22,S5,P3,26
2024-12-22,S5,P4,30
2024-12-22,S5,P5,14
2024-12-22,S5,P6,22
2024-12-22,S5,P7,15
2024-12-22,S5,P8,27
2024-12-22,S5,P9,60
2024-12-22,S5,P10,39
2024-12-23,S1,P1,37
2024-12-23,S1,P2,5
2024-12-23,S1,P3,21
2024-12-23,S1,P4,15
2024-12-23,S1,P5,47
2024-12-23,S1,P6,38
2024-12-23,S1,P7,54
2024-12-23,S1,P8,8
2024-12-23,S1,P9,30
2024-12-23,S1,P10,5
2024-12-23,S2,P1,15
2024-12-23,S2,P2,31
2024-12-23,S2,P3,5
2024-12-23,S2,P4,14
2024-12-23,S2,P5,34
2024-12-23,S2,P6,27
2024-12-23,S2,P7,16
2024-12-23,S2,P8,32
2024-12-23,S2,P9,50
2024-12-23,S2,P10,4
2024-12-23,S3,P1,47
2024-12-23,S3,P2,45
2024-12-23,S3,P3,18
2024-12-23,S3,P4,12
2024-12-23,S3,P5,56
2024-12-23,S3,P6,26
2024-12-23,S3,P7,8
2024-12-23,S3,P8,10
2024-12-23,S3,P9,50
2024-12-23,S3,P10,32
2024-12-23,S4,P1,47
2024-12-23,S4,P2,36
2024-12-23,S4,P3,32
2024-12-23,S4,P4,65
2024-12-23,S4,P5,20
2024-12-23,S4,P6,29
2024-12-23,S4,P7,47
2024-12-23,S4,P8,34
2024-12-23,S4,P9,49
2024-12-23,S4,P10,35
2024-12-23,S5,P1,40
2024-12-23,S5,P2,6
2024-12-23,S5,P3,16
2024-12-23,S5,P4,22
2024-12-23,S5,P5,9
2024-12-23,S5,P6,16
2024-12-23,S5,P7,9
2024-12-23,S5,P8,19
2024-12-23,S5,P9,37
2024-12-23,S5,P10,24
2024-12-24,S1,P1,36
2024-12-24,S1,P2,6
2024-12-24,S1,P3,19
2024-12-24,S1,P4,13
2024-12-24,S1,P5,40
2024-12-24,S1,P6,36
2024-12-24,S1,P7,41
2024-12-24,S1,P8,9
2024-12-24,S1,P9,28
2024-12-24,S1,P10,5
2024-12-24,S2,P1,14
2024-12-24,S2,P2,33
2024-12-24,S2,P3,4
2024-12-24,S2,P4,14
2024-12-24,S2,P5,39
2024-12-24,S2,P6,37
2024-12-24,S2,P7,14
2024-12-24,S2,P8,32
2024-12-24,S2,P9,55
2024-12-24,S2,P10,4
2024-12-24,S3,P1,52
2024-12-24,S3,P2,39
2024-12-24,S3,P3,19
2024-12-24,S3,P4,11
2024-12-24,S3,P5,58
2024-12-24,S3,P6,27
2024-12-24,S3,P7,8
2024-12-24,S3,P8,9
2024-12-24,S3,P9,45
2024-12-24,S3,P10,40
2024-12-24,S4,P1,52
2024-12-24,S4,P2,43
2024-12-24,S4,P3,33
2024-12-24,S4,P4,59
2024-12-24,S4,P5,16
2024-12-24,S4,P6,37
2024-12-24,S4,P7,59
2024-12-24,S4,P8,37
2024-12-24,S4,P9,43
2024-12-24,S4,P10,32
2024-12-24,S5,P1,41
2024-12-24,S5,P2,7
2024-12-24,S5,P3,17
2024-12-24,S5,P4,21
2024-12-24,S5,P5,8
2024-12-24,S5,P6,15
2024-12-24,S5,P7,9
2024-12-24,S5,P8,24
2024-12-24,S5,P9,35
2024-12-24,S5,P10,22
2024-12-25,S1,P1,68
2024-12-25,S1,P2,9
2024-12-25,S1,P3,30
2024-12-25,S1,P4,23
2024-12-25,S1,P5,61
2024-12-25,S1,P6,72
2024-12-25,S1,P7,75
2024-12-25,S1,P8,15
2024-12-25,S1,P9,42
2024-12-25,S1,P10,9
2024-12-25,S2,P1,29
2024-12-25,S2,P2,57
2024-12-25,S2,P3,10
2024-12-25,S2,P4,23
2024-12-25,S2,P5,60
2024-12-25,S2,P6,60
2024-12-25,S2,P7,22
2024-12-25,S2,P8,65
2024-12-25,S2,P9,69
2024-12-25,S2,P10,7
2024-12-25,S3,P1,81
2024-12-25,S3,P2,61
2024-12-25,S3,P3,38
2024-12-25,S3,P4,19
2024-12-25,S3,P5,88
2024-12-25,S3,P6,40
2024-12-25,S3,P7,13
2024-12-25,S3,P8,16
2024-12-25,S3,P9,89
2024-12-25,S3,P10,71
2024-12-25,S4,P1,69
2024-12-25,S4,P2,77
2024-12-25,S4,P3,59
2024-12-25,S4,P4,91
2024-12-25,S4,P5,36
2024-12-25,S4,P6,49
2024-12-25,S4,P7,87
2024-12-25,S4,P8,67
2024-12-25,S4,P9,93
2024-12-25,S4,P10,57
2024-12-25,S5,P1,67
2024-12-25,S5,P2,8
2024-12-25,S5,P3,25
2024-12-25,S5,P4,34
2024-12-25,S5,P5,12
2024-12-25,S5,P6,25
2024-12-25,S5,P7,16
2024-12-25,S5,P8,32
2024-12-25,S5,P9,62
2024-12-25,S5,P10,30
2024-12-26,S1,P1,38
2024-12-26,S1,P2,5
2024-12-26,S1,P3,23
2024-12-26,S1,P4,14
2024-12-26,S1,P5,49
2024-12-26,S1,P6,47
2024-12-26,S1,P7,59
2024-12-26,S1,P8,9
2024-12-26,S1,P9,35
2024-12-26,S1,P10,5
2024-12-26,S2,P1,16
2024-12-26,S2,P2,36
2024-12-26,S2,P3,6
2024-12-26,S2,P4,15
2024-12-26,S2,P5,39
2024-12-26,S2,P6,36
2024-12-26,S2,P7,13
2024-12-26,S2,P8,31
2024-12-26,S2,P9,55
2024-12-26,S2,P10,3
2024-12-26,S3,P1,49
2024-12-26,S3,P2,45
2024-12-26,S3,P3,22
2024-12-26,S3,P4,12
2024-12-26,S3,P5,63
2024-12-26,S3,P6,23
2024-12-26,S3,P7,7
2024-12-26,S3,P8,10
2024-12-26,S3,P9,55
2024-12-26,S3,P10,39
2024-12-26,S4,P1,47
2024-12-26,S4,P2,38
2024-12-26,S4,P3,42
2024-12-26,S4,P4,61
2024-12-26,S4,P5,29
2024-12-26,S4,P6,38
2024-12-26,S4,P7,52
2024-12-26,S4,P8,46
2024-12-26,S4,P9,61
2024-12-26,S4,P10,42
2024-12-26,S5,P1,42
2024-12-26,S5,P2,6
2024-12-26,S5,P3,19
2024-12-26,S5,P4,21
2024-12-26,S5,P5,8
2024-12-26,S5,P6,16
2024-12-26,S5,P7,8
2024-12-26,S5,P8,22
2024-12-26,S5,P9,42
2024-12-26,S5,P10,23
2024-12-27,S1,P1,49
2024-12-27,S1,P2,6
2024-12-27,S1,P3,23
2024-12-27,S1,P4,19
2024-12-27,S1,P5,59
2024-12-27,S1,P6,55
2024-12-27,S1,P7,67
2024-12-27,S1,P8,13
2024-12-27,S1,P9,35
2024-12-27,S1,P10,7
2024-12-27,S2,P1,21
2024-12-27,S2,P2,44
2024-12-27,S2,P3,6
2024-12-27,S2,P4,22
2024-12-27,S2,P5,52
2024-12-27,S2,P6,40
2024-12-27,S2,P7,23
2024-12-27,S2,P8,50
2024-12-27,S2,P9,74
2024-12-27,S2,P10,6
2024-12-27,S3,P1,57
2024-12-27,S3,P2,54
2024-12-27,S3,P3,29
2024-12-27,S3,P4,17
2024-12-27,S3,P5,61
2024-12-27,S3,P6,30
2024-12-27,S3,P7,11
2024-12-27,S3,P8,10
2024-12-27,S3,P9,56
2024-12-27,S3,P10,43
2024-12-27,S4,P1,65
2024-12-27,S4,P2,60
2024-12-27,S4,P3,43
2024-12-27,S4,P4,81
2024-12-27,S4,P5,30
2024-12-27,S4,P6,47
2024-12-27,S4,P7,67
2024-12-27,S4,P8,48
2024-12-27,S4,P9,61
2024-12-27,S4,P10,42
2024-12-27,S5,P1,50
2024-12-27,S5,P2,8
2024-12-27,S5,P3,21
2024-12-27,S5,P4,21
2024-12-27,S5,P5,11
2024-12-27,S5,P6,23
2024-12-27,S5,P7,11
2024-12-27,S5,P8,27
2024-12-27,S5,P9,53
2024-12-27,S5,P10,31
2024-12-28,S1,P1,58
2024-12-28,S1,P2,9
2024-12-28,S1,P3,29
2024-12-28,S1,P4,29
2024-12-28,S1,P5,69
2024-12-28,S1,P6,43
2024-12-28,S1,P7,73
2024-12-28,S1,P8,14
2024-12-28,S1,P9,44
2024-12-28,S1,P10,9
2024-12-28,S2,P1,27
2024-12-28,S2,P2,57
2024-12-28,S2,P3,8
2024-12-28,S2,P4,25
2024-12-28,S2,P5,67
2024-12-28,S2,P6,48
2024-12-28,S2,P7,26
2024-12-28,S2,P8,63
2024-12-28,S2,P9,83
2024-12-28,S2,P10,8
2024-12-28,S3,P1,94
2024-12-28,S3,P2,67
2024-12-28,S3,P3,33
2024-12-28,S3,P4,21
2024-12-28,S3,P5,90
2024-12-28,S3,P6,38
2024-12-28,S3,P7,14
2024-12-28,S3,P8,12
2024-12-28,S3,P9,75
2024-12-28,S3,P10,53
2024-12-28,S4,P1,59
2024-12-28,S4,P2,73
2024-12-28,S4,P3,60
2024-12-28,S4,P4,80
2024-12-28,S4,P5,42
2024-12-28,S4,P6,46
2024-12-28,S4,P7,72
2024-12-28,S4,P8,59
2024-12-28,S4,P9,84
2024-12-28,S4,P10,63
2024-12-28,S5,P1,64
2024-12-28,S5,P2,10
2024-12-28,S5,P3,25
2024-12-28,S5,P4,32
2024-12-28,S5,P5,11
2024-12-28,S5,P6,25
2024-12-28,S5,P7,14
2024-12-28,S5,P8,24
2024-12-28,S5,P9,63
2024-12-28,S5,P10,37
2024-12-29,S1,P1,59
2024-12-29,S1,P2,8
2024-12-29,S1,P3,30
2024-12-29,S1,P4,30
2024-12-29,S1,P5,68
2024-12-29,S1,P6,58
2024-12-29,S1,P7,86
2024-12-29,S1,P8,16
2024-12-29,S1,P9,43
2024-12-29,S1,P10,9
2024-12-29,S2,P1,23
2024-12-29,S2,P2,47
2024-12-29,S2,P3,9
2024-12-29,S2,P4,25
2024-12-29,S2,P5,65
2024-12-29,S2,P6,53
2024-12-29,S2,P7,28
2024-12-29,S2,P8,55
2024-12-29,S2,P9,84
2024-12-29,S2,P10,7
2024-12-29,S3,P1,69
2024-12-29,S3,P2,64
2024-12-29,S3,P3,32
2024-12-29,S3,P4,20
2024-12-29,S3,P5,93
2024-12-29,S3,P6,33
2024-12-29,S3,P7,14
2024-12-29,S3,P8,14
2024-12-29,S3,P9,84
2024-12-29,S3,P10,62
2024-12-29,S4,P1,81
2024-12-29,S4,P2,80
2024-12-29,S4,P3,55
2024-12-29,S4,P4,104
2024-12-29,S4,P5,35
2024-12-29,S4,P6,52
2024-12-29,S4,P7,83
2024-12-29,S4,P8,59
2024-12-29,S4,P9,94
2024-12-29,S4,P10,51
2024-12-29,S5,P1,73
2024-12-29,S5,P2,12
2024-12-29,S5,P3,24
2024-12-29,S5,P4,30
2024-12-29,S5,P5,15
2024-12-29,S5,P6,27
2024-12-29,S5,P7,14
2024-12-29,S5,P8,29
2024-12-29,S5,P9,66
2024-12-29,S5,P10,43
2024-12-30,S1,P1,29
2024-12-30,S1,P2,5
2024-12-30,S1,P3,17
2024-12-30,S1,P4,19
2024-12-30,S1,P5,44
2024-12-30,S1,P6,44
2024-12-30,S1,P7,48
2024-12-30,S1,P8,8
2024-12-30,S1,P9,20
2024-12-30,S1,P10,6
2024-12-30,S2,P1,17
2024-12-30,S2,P2,30
2024-12-30,S2,P3,4
2024-12-30,S2,P4,18
2024-12-30,S2,P5,37
2024-12-30,S2,P6,34
2024-12-30,S2,P7,17
2024-12-30,S2,P8,37
2024-12-30,S2,P9,44
2024-12-30,S2,P10,5
2024-12-30,S3,P1,41
2024-12-30,S3,P2,44
2024-12-30,S3,P3,21
2024-12-30,S3,P4,12
2024-12-30,S3,P5,57
2024-12-30,S3,P6,18
2024-12-30,S3,P7,9
2024-12-30,S3,P8,10
2024-12-30,S3,P9,47
2024-12-30,S3,P10,40
2024-12-30,S4,P1,51
2024-12-30,S4,P2,45
2024-12-30,S4,P3,29
2024-12-30,S4,P4,52
2024-12-30,S4,P5,25
2024-12-30,S4,P6,35
2024-12-30,S4,P7,50
2024-12-30,S4,P8,31
2024-12-30,S4,P9,55
2024-12-30,S4,P10,31
2024-12-30,S5,P1,48
2024-12-30,S5,P2,7
2024-12-30,S5,P3,18
2024-12-30,S5,P4,19
2024-12-30,S5,P5,8
2024-12-30,S5,P6,14
2024-12-30,S5,P7,9
2024-12-30,S5,P8,23
2024-12-30,S5,P9,31
2024-12-30,S5,P10,24
2024-12-31,S1,P1,36
2024-12-31,S1,P2,5
2024-12-31,S1,P3,17
2024-12-31,S1,P4,16
2024-12-31,S1,P5,42
2024-12-31,S1,P6,35
2024-12-31,S1,P7,46
2024-12-31,S1,P8,8
2024-12-31,S1,P9,22
2024-12-31,S1,P10,5
2024-12-31,S2,P1,12
2024-12-31,S2,P2,35
2024-12-31,S2,P3,4
2024-12-31,S2,P4,16
2024-12-31,S2,P5,44
2024-12-31,S2,P6,31
2024-12-31,S2,P7,17
2024-12-31,S2,P8,35
2024-12-31,S2,P9,48
2024-12-31,S2,P10,4
2024-12-31,S3,P1,45
2024-12-31,S3,P2,44
2024-12-31,S3,P3,20
2024-12-31,S3,P4,14
2024-12-31,S3,P5,51
2024-12-31,S3,P6,24
2024-12-31,S3,P7,9
2024-12-31,S3,P8,9
2024-12-31,S3,P9,39
2024-12-31,S3,P10,35
2024-12-31,S4,P1,49
2024-12-31,S4,P2,44
2024-12-31,S4,P3,30
2024-12-31,S4,P4,60
2024-12-31,S4,P5,23
2024-12-31,S4,P6,29
2024-12-31,S4,P7,48
2024-12-31,S4,P8,36
2024-12-31,S4,P9,45
2024-12-31,S4,P10,29
2024-12-31,S5,P1,44
2024-12-31,S5,P2,6
2024-12-31,S5,P3,15
2024-12-31,S5,P4,21
2024-12-31,S5,P5,7
2024-12-31,S5,P6,16
2024-12-31,S5,P7,8
2024-12-31,S5,P8,17
2024-12-31,S5,P9,31
2024-12-31,S5,P10,26
2025-01-01,S1,P1,65
2025-01-01,S1,P2,8
2025-01-01,S1,P3,30
2025-01-01,S1,P4,24
2025-01-01,S1,P5,73
2025-01-01,S1,P6,59
2025-01-01,S1,P7,88
2025-01-01,S1,P8,14
2025-01-01,S1,P9,43
2025-01-01,S1,P10,9
2025-01-01,S2,P1,27
2025-01-01,S2,P2,53
2025-01-01,S2,P3,7
2025-01-01,S2,P4,22
2025-01-01,S2,P5,63
2025-01-01,S2,P6,61
2025-01-01,S2,P7,25
2025-01-01,S2,P8,60
2025-01-01,S2,P9,78
2025-01-01,S2,P10,6
2025-01-01,S3,P1,80
2025-01-01,S3,P2,58
2025-01-01,S3,P3,33
2025-01-01,S3,P4,23
2025-01-01,S3,P5,99
2025-01-01,S3,P6,34
2025-01-01,S3,P7,15
2025-01-01,S3,P8,14
2025-01-01,S3,P9,72
2025-01-01,S3,P10,61
2025-01-01,S4,P1,72
2025-01-01,S4,P2,80
2025-01-01,S4,P3,52
2025-01-01,S4,P4,86
2025-01-01,S4,P5,40
2025-01-01,S4,P6,54
2025-01-01,S4,P7,86
2025-01-01,S4,P8,65
2025-01-01,S4,P9,75
2025-01-01,S4,P10,61
2025-01-01,S5,P1,77
2025-01-01,S5,P2,10
2025-01-01,S5,P3,29
2025-01-01,S5,P4,30
2025-01-01,S5,P5,14
2025-01-01,S5,P6,27
2025-01-01,S5,P7,17
2025-01-01,S5,P8,31
2025-01-01,S5,P9,66
2025-01-01,S5,P10,32
2025-01-02,S1,P1,36
2025-01-02,S1,P2,5
2025-01-02,S1,P3,18
2025-01-02,S1,P4,15
2025-01-02,S1,P5,35
2025-01-02,S1,P6,39
2025-01-02,S1,P7,58
2025-01-02,S1,P8,8
2025-01-02,S1,P9,30
2025-01-02,S1,P10,5
2025-01-02,S2,P1,20
2025-01-02,S2,P2,38
2025-01-02,S2,P3,4
2025-01-02,S2,P4,12
2025-01-02,S2,P5,42
2025-01-02,S2,P6,30
2025-01-02,S2,P7,16
2025-01-02,S2,P8,40
2025-01-02,S2,P9,41
2025-01-02,S2,P10,5
2025-01-02,S3,P1,51
2025-01-02,S3,P2,38
2025-01-02,S3,P3,27
2025-01-02,S3,P4,14
2025-01-02,S3,P5,56
2025-01-02,S3,P6,26
2025-01-02,S3,P7,9
2025-01-02,S3,P8,8
2025-01-02,S3,P9,53
2025-01-02,S3,P10,40
2025-01-02,S4,P1,51
2025-01-02,S4,P2,47
2025-01-02,S4,P3,36
2025-01-02,S4,P4,60
2025-01-02,S4,P5,27
2025-01-02,S4,P6,40
2025-01-02,S4,P7,52
2025-01-02,S4,P8,43
2025-01-02,S4,P9,52
2025-01-02,S4,P10,35
2025-01-02,S5,P1,39
2025-01-02,S5,P2,7
2025-01-02,S5,P3,18
2025-01-02,S5,P4,18
2025-01-02,S5,P5,8
2025-01-02,S5,P6,20
2025-01-02,S5,P7,10
2025-01-02,S5,P8,19
2025-01-02,S5,P9,42
2025-01-02,S5,P10,24
2025-01-03,S1,P1,51
2025-01-03,S1,P2,7
2025-01-03,S1,P3,21
2025-01-03,S1,P4,18
2025-01-03,S1,P5,58
2025-01-03,S1,P6,46
2025-01-03,S1,P7,74
2025-01-03,S1,P8,11
2025-01-03,S1,P9,34
2025-01-03,S1,P10,7
2025-01-03,S2,P1,21
2025-01-03,S2,P2,44
2025-01-03,S2,P3,6
2025-01-03,S2,P4,20
2025-01-03,S2,P5,54
2025-01-03,S2,P6,42
2025-01-03,S2,P7,20
2025-01-03,S2,P8,49
2025-01-03,S2,P9,68
2025-01-03,S2,P10,5
2025-01-03,S3,P1,65
2025-01-03,S3,P2,50
2025-01-03,S3,P3,24
2025-01-03,S3,P4,17
2025-01-03,S3,P5,72
2025-01-03,S3,P6,26
2025-01-03,S3,P7,10
2025-01-03,S3,P8,12
2025-01-03,S3,P9,67
2025-01-03,S3,P10,52
2025-01-03,S4,P1,63
2025-01-03,S4,P2,54
2025-01-03,S4,P3,47
2025-01-03,S4,P4,89
2025-01-03,S4,P5,31
2025-01-03,S4,P6,42
2025-01-03,S4,P7,64
2025-01-03,S4,P8,46
2025-01-03,S4,P9,57
2025-01-03,S4,P10,46
2025-01-03,S5,P1,55
2025-01-03,S5,P2,7
2025-01-03,S5,P3,23
2025-01-03,S5,P4,32
2025-01-03,S5,P5,11
2025-01-03,S5,P6,19
2025-01-03,S5,P7,12
2025-01-03,S5,P8,26
2025-01-03,S5,P9,49
2025-01-03,S5,P10,31
2025-01-04,S1,P1,63
2025-01-04,S1,P2,7
2025-01-04,S1,P3,31
2025-01-04,S1,P4,23
2025-01-04,S1,P5,82
2025-01-04,S1,P6,60
2025-01-04,S1,P7,68
2025-01-04,S1,P8,14
2025-01-04,S1,P9,37
2025-01-04,S1,P10,12
2025-01-04,S2,P1,28
2025-01-04,S2,P2,53
2025-01-04,S2,P3,7
2025-01-04,S2,P4,25
2025-01-04,S2,P5,67
2025-01-04,S2,P6,52
2025-01-04,S2,P7,24
2025-01-04,S2,P8,53
2025-01-04,S2,P9,80
2025-01-04,S2,P10,7
2025-01-04,S3,P1,72
2025-01-04,S3,P2,65
2025-01-04,S3,P3,38
2025-01-04,S3,P4,22
2025-01-04,S3,P5,89
2025-01-04,S3,P6,34
2025-01-04,S3,P7,15
2025-01-04,S3,P8,11
2025-01-04,S3,P9,75
2025-01-04,S3,P10,53
2025-01-04,S4,P1,72
2025-01-04,S4,P2,71
2025-01-04,S4,P3,58
2025-01-04,S4,P4,109
2025-01-04,S4,P5,45
2025-01-04,S4,P6,52
2025-01-04,S4,P7,80
2025-01-04,S4,P8,56
2025-01-04,S4,P9,83
2025-01-04,S4,P10,54
2025-01-04,S5,P1,71
2025-01-04,S5,P2,11
2025-01-04,S5,P3,24
2025-01-04,S5,P4,35
2025-01-04,S5,P5,14
2025-01-04,S5,P6,25
2025-01-04,S5,P7,13
2025-01-04,S5,P8,35
2025-01-04,S5,P9,55
2025-01-04,S5,P10,44
2025-01-05,S1,P1,76
2025-01-05,S1,P2,9
2025-01-05,S1,P3,32
2025-01-05,S1,P4,26
2025-01-05,S1,P5,65
2025-01-05,S1,P6,73
2025-01-05,S1,P7,81
2025-01-05,S1,P8,14
2025-01-05,S1,P9,53
2025-01-05,S1,P10,9
2025-01-05,S2,P1,32
2025-01-05,S2,P2,60
2025-01-05,S2,P3,9
2025-01-05,S2,P4,26
2025-01-05,S2,P5,77
2025-01-05,S2,P6,54
2025-01-05,S2,P7,24
2025-01-05,S2,P8,58
2025-01-05,S2,P9,70
2025-01-05,S2,P10,6
2025-01-05,S3,P1,75
2025-01-05,S3,P2,76
2025-01-05,S3,P3,38
2025-01-05,S3,P4,19
2025-01-05,S3,P5,87
2025-01-05,S3,P6,33
2025-01-05,S3,P7,13
2025-01-05,S3,P8,13
2025-01-05,S3,P9,69
2025-01-05,S3,P10,62
2025-01-05,S4,P1,82
2025-01-05,S4,P2,68
2025-01-05,S4,P3,55
2025-01-05,S4,P4,98
2025-01-05,S4,P5,43
2025-01-05,S4,P6,54
2025-01-05,S4,P7,84
2025-01-05,S4,P8,63
2025-01-05,S4,P9,69
2025-01-05,S4,P10,65
2025-01-05,S5,P1,73
2025-01-05,S5,P2,11
2025-01-05,S5,P3,28
2025-01-05,S5,P4,36
2025-01-05,S5,P5,11
2025-01-05,S5,P6,33
2025-01-05,S5,P7,14
2025-01-05,S5,P8,28
2025-01-05,S5,P9,52
2025-01-05,S5,P10,35
2025-01-06,S1,P1,39
2025-01-06,S1,P2,5
2025-01-06,S1,P3,16
2025-01-06,S1,P4,17
2025-01-06,S1,P5,35
2025-01-06,S1,P6,36
2025-01-06,S1,P7,64
2025-01-06,S1,P8,9
2025-01-06,S1,P9,26
2025-01-06,S1,P10,5
2025-01-06,S2,P1,16
2025-01-06,S2,P2,33
2025-01-06,S2,P3,5
2025-01-06,S2,P4,15
2025-01-06,S2,P5,40
2025-01-06,S2,P6,32
2025-01-06,S2,P7,15
2025-01-06,S2,P8,40
2025-01-06,S2,P9,43
2025-01-06,S2,P10,4
2025-01-06,S3,P1,42
2025-01-06,S3,P2,36
2025-01-06,S3,P3,20
2025-01-06,S3,P4,12
2025-01-06,S3,P5,58
2025-01-06,S3,P6,25
2025-01-06,S3,P7,8
2025-01-06,S3,P8,9
2025-01-06,S3,P9,48
2025-01-06,S3,P10,43
2025-01-06,S4,P1,52
2025-01-06,S4,P2,42
2025-01-06,S4,P3,35
2025-01-06,S4,P4,54
2025-01-06,S4,P5,25
2025-01-06,S4,P6,30
2025-01-06,S4,P7,42
2025-01-06,S4,P8,36
2025-01-06,S4,P9,48
2025-01-06,S4,P10,32
2025-01-06,S5,P1,41
2025-01-06,S5,P2,6
2025-01-06,S5,P3,15
2025-01-06,S5,P4,22
2025-01-06,S5,P5,8
2025-01-06,S5,P6,16
2025-01-06,S5,P7,9
2025-01-06,S5,P8,21
2025-01-06,S5,P9,42
2025-01-06,S5,P10,25
2025-01-07,S1,P1,56
2025-01-07,S1,P2,9
2025-01-07,S1,P3,28
2025-01-07,S1,P4,27
2025-01-07,S1,P5,71
2025-01-07,S1,P6,63
2025-01-07,S1,P7,88
2025-01-07,S1,P8,12
2025-01-07,S1,P9,33
2025-01-07,S1,P10,9
2025-01-07,S2,P1,26
2025-01-07,S2,P2,48
2025-01-07,S2,P3,8
2025-01-07,S2,P4,21
2025-01-07,S2,P5,70
2025-01-07,S2,P6,53
2025-01-07,S2,P7,22
2025-01-07,S2,P8,61
2025-01-07,S2,P9,83
2025-01-07,S2,P10,7
2025-01-07,S3,P1,61
2025-01-07,S3,P2,63
2025-01-07,S3,P3,33
2025-01-07,S3,P4,20
2025-01-07,S3,P5,97
2025-01-07,S3,P6,33
2025-01-07,S3,P7,13
2025-01-07,S3,P8,14
2025-01-07,S3,P9,83
2025-01-07,S3,P10,64
2025-01-07,S4,P1,63
2025-01-07,S4,P2,59
2025-01-07,S4,P3,51
2025-01-07,S4,P4,83
2025-01-07,S4,P5,42
2025-01-07,S4,P6,50
2025-01-07,S4,P7,80
2025-01-07,S4,P8,54
2025-01-07,S4,P9,97
2025-01-07,S4,P10,51
2025-01-07,S5,P1,61
2025-01-07,S5,P2,11
2025-01-07,S5,P3,30
2025-01-07,S5,P4,29
2025-01-07,S5,P5,12
2025-01-07,S5,P6,26
2025-01-07,S5,P7,14
2025-01-07,S5,P8,29
2025-01-07,S5,P9,59
2025-01-07,S5,P10,41
2025-01-08,S1,P1,36
2025-01-08,S1,P2,6
2025-01-08,S1,P3,15
2025-01-08,S1,P4,14
2025-01-08,S1,P5,49
2025-01-08,S1,P6,43
2025-01-08,S1,P7,60
2025-01-08,S1,P8,10
2025-01-08,S1,P9,28
2025-01-08,S1,P10,4
2025-01-08,S2,P1,17
2025-01-08,S2,P2,31
2025-01-08,S2,P3,5
2025-01-08,S2,P4,13
2025-01-08,S2,P5,38
2025-01-08,S2,P6,36
2025-01-08,S2,P7,16
2025-01-08,S2,P8,36
2025-01-08,S2,P9,53
2025-01-08,S2,P10,4
2025-01-08,S3,P1,51
2025-01-08,S3,P2,41
2025-01-08,S3,P3,22
2025-01-08,S3,P4,9
2025-01-08,S3,P5,61
2025-01-08,S3,P6,25
2025-01-08,S3,P7,8
2025-01-08,S3,P8,8
2025-01-08,S3,P9,54
2025-01-08,S3,P10,38
2025-01-08,S4,P1,48
2025-01-08,S4,P2,47
2025-01-08,S4,P3,31
2025-01-08,S4,P4,53
2025-01-08,S4,P5,24
2025-01-08,S4,P6,32
2025-01-08,S4,P7,56
2025-01-08,S4,P8,43
2025-01-08,S4,P9,50
2025-01-08,S4,P10,36
2025-01-08,S5,P1,53
2025-01-08,S5,P2,6
2025-01-08,S5,P3,16
2025-01-08,S5,P4,21
2025-01-08,S5,P5,9
2025-01-08,S5,P6,17
2025-01-08,S5,P7,10
2025-01-08,S5,P8,19
2025-01-08,S5,P9,34
2025-01-08,S5,P10,25
2025-01-09,S1,P1,46
2025-01-09,S1,P2,5
2025-01-09,S1,P3,21
2025-01-09,S1,P4,14
2025-01-09,S1,P5,48
2025-01-09,S1,P6,46
2025-01-09,S1,P7,64
2025-01-09,S1,P8,9
2025-01-09,S1,P9,27
2025-01-09,S1,P10,5
2025-01-09,S2,P1,19
2025-01-09,S2,P2,30
2025-01-09,S2,P3,6
2025-01-09,S2,P4,12
2025-01-09,S2,P5,37
2025-01-09,S2,P6,39
2025-01-09,S2,P7,18
2025-01-09,S2,P8,36
2025-01-09,S2,P9,51
2025-01-09,S2,P10,4
2025-01-09,S3,P1,52
2025-01-09,S3,P2,51
2025-01-09,S3,P3,20
2025-01-09,S3,P4,14
2025-01-09,S3,P5,63
2025-01-09,S3,P6,24
2025-01-09,S3,P7,11
2025-01-09,S3,P8,11
2025-01-09,S3,P9,54
2025-01-09,S3,P10,44
2025-01-09,S4,P1,45
2025-01-09,S4,P2,43
2025-01-09,S4,P3,41
2025-01-09,S4,P4,68
2025-01-09,S4,P5,25
2025-01-09,S4,P6,32
2025-01-09,S4,P7,56
2025-01-09,S4,P8,37
2025-01-09,S4,P9,43
2025-01-09,S4,P10,37
2025-01-09,S5,P1,41
2025-01-09,S5,P2,7
2025-01-09,S5,P3,15
2025-01-09,S5,P4,19
2025-01-09,S5,P5,10
2025-01-09,S5,P6,17
2025-01-09,S5,P7,11
2025-01-09,S5,P8,23
2025-01-09,S5,P9,38
2025-01-09,S5,P10,28
2025-01-10,S1,P1,55
2025-01-10,S1,P2,6
2025-01-10,S1,P3,21
